accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.5285714268684387,0.5456414222717285,0.9075887203216553,0.4848484992980957,0.5,0.5,0.6200000047683716,0.6858452558517456,0.5,0.800000011920929
0.4571428596973419,0.5045230388641357,1.067713975906372,0.4166666567325592,0.46875,0.6000000238418579,0.6000000238418579,0.685553252696991,0.5714285969734192,0.800000011920929
0.5285714268684387,0.4962993264198303,0.9967381954193115,0.4848484992980957,0.5,0.5,0.6200000047683716,0.6845656633377075,0.5,0.6000000238418579
0.48571428656578064,0.5559210181236267,0.8422707915306091,0.4444444477558136,0.5,0.5,0.6000000238418579,0.6842940449714661,0.5,0.4000000059604645
0.5857142806053162,0.5135691165924072,0.9998550415039062,0.5454545617103577,0.5625,0.699999988079071,0.5600000023841858,0.685382068157196,1.0,0.4000000059604645
0.4571428596973419,0.5476973652839661,0.8970568180084229,0.42105263471603394,0.5,0.699999988079071,0.5800000429153442,0.6874648928642273,1.0,0.4000000059604645
0.5857142806053162,0.5875822305679321,0.8808693885803223,0.5454545617103577,0.5625,0.6000000238418579,0.5600000619888306,0.6891154050827026,1.0,0.20000000298023224
0.6285714507102966,0.6850329041481018,0.6953439116477966,0.5833333134651184,0.65625,0.5,0.5400000214576721,0.6909295916557312,0.0,0.0
0.5142857432365417,0.47861841320991516,1.0335365533828735,0.46875,0.46875,0.5,0.5600000023841858,0.6932884454727173,0.0,0.0
0.6571428775787354,0.6809210181236267,0.7815018892288208,0.6111111044883728,0.6875,0.5,0.5600000023841858,0.6960911154747009,0.0,0.0
0.6142857074737549,0.5699012875556946,0.8264026641845703,0.5675675868988037,0.65625,0.5,0.48000001907348633,0.6993061900138855,0.0,0.0
0.5714285969734192,0.5978617668151855,0.8335587978363037,0.53125,0.53125,0.5,0.48000001907348633,0.7031218409538269,0.0,0.0
0.4714285731315613,0.46792760491371155,1.1331294775009155,0.4324324429035187,0.5,0.5,0.48000001907348633,0.7066068649291992,0.0,0.0
0.6142857074737549,0.6377467513084412,0.7650289535522461,0.5675675868988037,0.65625,0.5,0.5199999809265137,0.7110754251480103,0.0,0.0
