epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
14,0.5694444179534912,0.6435185670852661,0.7533406615257263,0.5714285969734192,0.5555555820465088,0.875,0.4285714030265808,0.5515523552894592,0.0,0.0
15,0.5555555820465088,0.6327160596847534,0.7606891989707947,0.5588235259056091,0.5277777910232544,0.875,0.4285714030265808,0.5506711602210999,0.0,0.0
16,0.6388888955116272,0.6427468657493591,0.8168903589248657,0.6388888955116272,0.6388888955116272,0.875,0.4285714030265808,0.5502243041992188,0.0,0.0
17,0.6111111044883728,0.6277005672454834,0.8554902076721191,0.6111111044883728,0.6111111044883728,0.875,0.5714285373687744,0.5494476556777954,0.0,0.0
18,0.6111111044883728,0.6396604776382446,0.7701561450958252,0.6052631735801697,0.6388888955116272,0.875,0.5,0.5476312041282654,0.0,0.0
19,0.5416666865348816,0.580632746219635,0.8909604549407959,0.5428571701049805,0.5277777910232544,0.875,0.5714285373687744,0.5461135506629944,0.0,0.0
20,0.625,0.6130401492118835,0.7879546284675598,0.604651153087616,0.7222222089767456,0.875,0.5714285373687744,0.5441624522209167,0.0,0.0
21,0.6388888955116272,0.6743826866149902,0.7585400938987732,0.6388888955116272,0.6388888955116272,0.875,0.5714285373687744,0.5419391393661499,0.0,0.0
22,0.5555555820465088,0.6408178806304932,0.7730563282966614,0.5555555820465088,0.5555555820465088,0.875,0.5714285373687744,0.5405551791191101,0.0,0.0
23,0.5972222089767456,0.6558641791343689,0.7869818806648254,0.5897436141967773,0.6388888955116272,0.875,0.5714285373687744,0.5393663644790649,0.0,0.0
24,0.6944444179534912,0.6793981790542603,0.7846509218215942,0.6944444179534912,0.6944444179534912,0.875,0.5714285373687744,0.5376477837562561,0.0,0.0
25,0.7083333134651184,0.7908951044082642,0.5956252813339233,0.7586206793785095,0.6111111044883728,0.875,0.5714285373687744,0.5355140566825867,0.0,0.0
26,0.6527777910232544,0.6944444179534912,0.6926137208938599,0.6486486196517944,0.6666666865348816,0.875,0.5714285373687744,0.5341706871986389,0.0,0.0
27,0.625,0.6670525074005127,0.7443048357963562,0.6097561120986938,0.6944444179534912,0.875,0.5714285373687744,0.5319380760192871,0.0,0.0
28,0.7083333134651184,0.7581018805503845,0.6263901591300964,0.7142857313156128,0.6944444179534912,0.875,0.5714285373687744,0.5305432677268982,0.0,0.0
29,0.6805555820465088,0.7264660596847534,0.6844140291213989,0.6666666865348816,0.7222222089767456,0.875,0.5714285373687744,0.52932208776474,0.0,0.0
30,0.6527777910232544,0.7453703880310059,0.6395259499549866,0.6410256624221802,0.6944444179534912,0.875,0.5714285373687744,0.5288828611373901,0.0,0.0
31,0.5833333134651184,0.6817129850387573,0.7246618866920471,0.6000000238418579,0.5,0.875,0.5714285373687744,0.5281927585601807,0.0,0.0
32,0.6805555820465088,0.727623462677002,0.6703178882598877,0.7096773982048035,0.6111111044883728,0.875,0.5714285373687744,0.5279126763343811,0.0,0.0
33,0.6944444179534912,0.7646604776382446,0.6545057892799377,0.6944444179534912,0.6944444179534912,0.875,0.5714285373687744,0.5270180106163025,0.0,0.0
34,0.5972222089767456,0.6446759104728699,0.7529639005661011,0.5945945978164673,0.6111111044883728,0.875,0.5714285373687744,0.5266435742378235,0.0,0.0
35,0.75,0.7939814925193787,0.5499129891395569,0.7647058963775635,0.7222222089767456,0.875,0.5714285373687744,0.5262358784675598,0.0,0.0
36,0.6805555820465088,0.758873462677002,0.6412500739097595,0.6585366129875183,0.75,0.875,0.5714285373687744,0.5257481336593628,0.0,0.0
37,0.7083333134651184,0.7966820597648621,0.5697316527366638,0.7272727489471436,0.6666666865348816,0.875,0.5714285373687744,0.5245794057846069,0.0,0.0
38,0.6388888955116272,0.7052469253540039,0.6685085296630859,0.6190476417541504,0.7222222089767456,0.875,0.5714285373687744,0.5239822268486023,0.0,0.0
39,0.6666666865348816,0.7199074029922485,0.6871713995933533,0.6666666865348816,0.6666666865348816,0.875,0.5714285373687744,0.524013876914978,0.0,0.0
40,0.7361111044883728,0.8206018209457397,0.5179300308227539,0.7428571581840515,0.7222222089767456,0.875,0.5714285373687744,0.5241551995277405,0.0,0.0
41,0.7222222089767456,0.806327223777771,0.5534107685089111,0.699999988079071,0.7777777910232544,0.875,0.5714285373687744,0.5243843793869019,0.0,0.0
42,0.8194444179534912,0.8622685074806213,0.4978750944137573,0.8285714387893677,0.8055555820465088,0.875,0.5714285373687744,0.5243057012557983,0.0,0.0
43,0.6805555820465088,0.7121913433074951,0.6799774169921875,0.6666666865348816,0.7222222089767456,0.875,0.5714285373687744,0.5250214338302612,0.0,0.0
44,0.75,0.8607253432273865,0.4731643497943878,0.7368420958518982,0.7777777910232544,0.875,0.5714285373687744,0.5253187417984009,0.0,0.0
45,0.8055555820465088,0.8645833730697632,0.4746573269367218,0.84375,0.75,0.875,0.5714285373687744,0.5250288248062134,0.0,0.0
46,0.7361111044883728,0.8128857612609863,0.5320664644241333,0.7428571581840515,0.7222222089767456,0.875,0.5714285373687744,0.5252317786216736,0.0,0.0
47,0.8055555820465088,0.8831018209457397,0.42684119939804077,0.8055555820465088,0.8055555820465088,0.875,0.5714285373687744,0.5254241824150085,0.0,0.0
48,0.8333333134651184,0.91126549243927,0.3875851631164551,0.875,0.7777777910232544,0.875,0.5714285373687744,0.5254746079444885,0.0,0.0
49,0.7361111044883728,0.8152006268501282,0.572345495223999,0.7179487347602844,0.7777777910232544,0.875,0.5714285373687744,0.5252475142478943,0.0,0.0
50,0.7916666865348816,0.8688271045684814,0.44234853982925415,0.7837837934494019,0.8055555820465088,0.875,0.5714285373687744,0.5247964859008789,0.0,0.0
51,0.6805555820465088,0.7750771641731262,0.5817236304283142,0.6857143044471741,0.6666666865348816,0.875,0.5714285373687744,0.524547815322876,0.0,0.0
52,0.7777777910232544,0.8626543283462524,0.4687717854976654,0.7777777910232544,0.7777777910232544,0.875,0.5714285373687744,0.5234901905059814,0.0,0.0
53,0.7222222089767456,0.8371913433074951,0.519050121307373,0.699999988079071,0.7777777910232544,0.875,0.5714285373687744,0.5225762724876404,0.0,0.0
54,0.7777777910232544,0.8753857612609863,0.4588644802570343,0.8571428656578064,0.6666666865348816,0.875,0.6428571343421936,0.5219714641571045,0.0,0.0
55,0.8055555820465088,0.9131944179534912,0.38076162338256836,0.8055555820465088,0.8055555820465088,0.75,0.6428571343421936,0.5204753279685974,0.0,0.0
56,0.7083333134651184,0.7986111044883728,0.5765157341957092,0.7027027010917664,0.7222222089767456,0.75,0.7142857313156128,0.5198197364807129,0.0,0.0
57,0.8055555820465088,0.891203761100769,0.43235617876052856,0.8055555820465088,0.8055555820465088,0.75,0.7142857313156128,0.51877361536026,0.0,0.0
58,0.8055555820465088,0.8827160596847534,0.4464071989059448,0.84375,0.75,0.75,0.714285671710968,0.5168021321296692,0.0,0.0
59,0.6944444179534912,0.7507716417312622,0.5897084474563599,0.6842105388641357,0.7222222089767456,0.75,0.7142857313156128,0.5154440999031067,0.0,0.0
60,0.7638888955116272,0.8692129850387573,0.46431446075439453,0.8275862336158752,0.6666666865348816,0.75,0.7142857313156128,0.5141561627388,0.0,0.0
61,0.7916666865348816,0.8676697611808777,0.4575434923171997,0.800000011920929,0.7777777910232544,0.75,0.7142857313156128,0.512863039970398,0.0,0.0
62,0.75,0.8113425970077515,0.536994457244873,0.7647058963775635,0.7222222089767456,0.75,0.7142857313156128,0.5110197067260742,0.0,0.0
63,0.8194444179534912,0.9255401492118835,0.3638235926628113,0.7948718070983887,0.8611111044883728,0.75,0.7142857313156128,0.5102700591087341,0.0,0.0
64,0.8055555820465088,0.8611111044883728,0.46840280294418335,0.8055555820465088,0.8055555820465088,0.75,0.7142857313156128,0.5091862678527832,0.0,0.0
65,0.7222222089767456,0.84375,0.49639955163002014,0.75,0.6666666865348816,0.75,0.714285671710968,0.5084412097930908,0.0,0.0
66,0.8194444179534912,0.8858025074005127,0.4271858036518097,0.8285714387893677,0.8055555820465088,0.75,0.7142857313156128,0.5073217153549194,0.0,0.0
67,0.7777777910232544,0.8580247163772583,0.4742419421672821,0.7941176295280457,0.75,0.75,0.7142857313156128,0.5066889524459839,0.0,0.0
68,0.9166666865348816,0.9479166865348816,0.29710865020751953,0.9411764740943909,0.8888888955116272,0.75,0.6428571343421936,0.5063467025756836,0.0,0.0
69,0.75,0.8464505672454834,0.5129827857017517,0.78125,0.6944444179534912,0.75,0.6428571343421936,0.5068291425704956,0.0,0.0
70,0.8055555820465088,0.8854166269302368,0.43487998843193054,0.761904776096344,0.8888888955116272,0.75,0.6428571343421936,0.5070211887359619,0.0,0.0
71,0.8611111044883728,0.917438268661499,0.3609749972820282,0.8611111044883728,0.8611111044883728,0.75,0.5714285373687744,0.5077899694442749,0.0,0.0
72,0.7916666865348816,0.881172776222229,0.4289894998073578,0.7837837934494019,0.8055555820465088,0.75,0.5714285373687744,0.508350670337677,0.0,0.0
73,0.8472222089767456,0.9182099103927612,0.3690137267112732,0.837837815284729,0.8611111044883728,0.75,0.5714285373687744,0.5087636113166809,0.0,0.0
74,0.7638888955116272,0.8263888955116272,0.5329604148864746,0.7878788113594055,0.7222222089767456,0.75,0.5714285373687744,0.5092385411262512,0.0,0.0
75,0.7777777910232544,0.8711419701576233,0.43158039450645447,0.7941176295280457,0.75,0.75,0.5714285373687744,0.5096810460090637,0.0,0.0
76,0.7777777910232544,0.9097222089767456,0.38152164220809937,0.7941176295280457,0.75,0.75,0.5714285373687744,0.510094940662384,0.0,0.0
77,0.8333333134651184,0.9004629254341125,0.39264965057373047,0.8529411554336548,0.8055555820465088,0.75,0.5714285373687744,0.5108668208122253,0.0,0.0
78,0.8333333134651184,0.9274691939353943,0.35011425614356995,0.8529411554336548,0.8055555820465088,0.75,0.5714285373687744,0.5109319686889648,0.0,0.0
79,0.8333333134651184,0.9178240299224854,0.36019253730773926,0.8529411554336548,0.8055555820465088,0.75,0.5714285373687744,0.5113534927368164,0.0,0.0
80,0.875,0.9212963581085205,0.3665821850299835,0.8648648858070374,0.8888888955116272,0.75,0.5714285373687744,0.5121025443077087,0.0,0.0
81,0.7777777910232544,0.9120370149612427,0.3897741436958313,0.7777777910232544,0.7777777910232544,0.75,0.5714285373687744,0.5120483636856079,0.0,0.0
82,0.8888888955116272,0.9432870745658875,0.3119296431541443,0.8684210777282715,0.9166666865348816,0.75,0.5714285373687744,0.511874794960022,0.0,0.0
83,0.7638888955116272,0.8371914029121399,0.5062403678894043,0.7714285850524902,0.75,0.75,0.5714285373687744,0.5119168758392334,0.0,0.0
