accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.5142857432365417,0.5368549823760986,0.9231151938438416,0.4864864945411682,0.5454545617103577,0.5,0.7708333134651184,0.6940813064575195,0.4444444477558136,1.0
0.5714285969734192,0.5810810327529907,0.7870992422103882,0.5483871102333069,0.5151515007019043,0.5,0.7708333730697632,0.6931586265563965,0.4444444477558136,1.0
0.5142857432365417,0.5110565423965454,0.9837402105331421,0.48571428656578064,0.5151515007019043,0.5,0.7916666865348816,0.6919416785240173,0.4444444477558136,1.0
0.5714285969734192,0.5917280912399292,0.8481101393699646,0.5405405163764954,0.6060606241226196,0.5,0.7916666269302368,0.6894185543060303,0.4444444477558136,1.0
0.6285714507102966,0.6470106244087219,0.7565648555755615,0.6129032373428345,0.5757575631141663,0.6000000238418579,0.8333333730697632,0.6860933303833008,0.5,1.0
0.5714285969734192,0.5515970587730408,0.9870824813842773,0.5405405163764954,0.6060606241226196,0.6000000238418579,0.8333333134651184,0.682580828666687,0.5,1.0
0.6142857074737549,0.617526650428772,0.7899264097213745,0.5833333134651184,0.6363636255264282,0.6000000238418579,0.8541666269302368,0.6797003746032715,0.5,1.0
0.6285714507102966,0.627354621887207,0.8421940803527832,0.6129032373428345,0.5757575631141663,0.6000000238418579,0.8541666865348816,0.6762714982032776,0.5,1.0
0.5428571701049805,0.5708435773849487,0.8483875393867493,0.5135135054588318,0.5757575631141663,0.6000000238418579,0.8541666269302368,0.672996461391449,0.5,1.0
0.5142857432365417,0.4819819927215576,0.9704903960227966,0.4838709533214569,0.4545454680919647,0.6000000238418579,0.8541666269302368,0.670748770236969,0.5,1.0
0.6428571343421936,0.6965601444244385,0.7056323289871216,0.6176470518112183,0.6363636255264282,0.6000000238418579,0.875,0.6687215566635132,0.5,1.0
0.6285714507102966,0.6425061225891113,0.7538866996765137,0.5945945978164673,0.6666666865348816,0.6000000238418579,0.875,0.6665071845054626,0.5,1.0
0.5142857432365417,0.5094184875488281,0.893831729888916,0.48571428656578064,0.5151515007019043,0.699999988079071,0.8541666269302368,0.6645675301551819,0.5714285969734192,1.0
0.6428571343421936,0.7043406963348389,0.7325828075408936,0.6000000238418579,0.7272727489471436,0.699999988079071,0.8541666269302368,0.662621021270752,0.5714285969734192,1.0
