accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.5285714268684387,0.5143914222717285,0.9888113737106323,0.4864864945411682,0.5625,0.5,0.8799999952316284,0.6957928538322449,0.5,1.0
0.5285714268684387,0.5534539222717285,0.9761567115783691,0.48571428656578064,0.53125,0.5,0.699999988079071,0.6965085864067078,0.5,1.0
0.5,0.5345394611358643,0.9567304253578186,0.4615384638309479,0.5625,0.5,0.6399999856948853,0.6970120668411255,0.5,1.0
0.5,0.5505756139755249,0.9162989854812622,0.45945945382118225,0.53125,0.5,0.5199999809265137,0.6977502107620239,0.5,1.0
0.4714285731315613,0.46546053886413574,1.049617886543274,0.42424243688583374,0.4375,0.5,0.5399999618530273,0.699485719203949,0.5,1.0
0.5428571701049805,0.5612664222717285,0.8982400298118591,0.5,0.5625,0.5,0.5199999809265137,0.7001957893371582,0.5,1.0
0.5428571701049805,0.5970394611358643,0.9165322184562683,0.5,0.59375,0.5,0.5199999809265137,0.7011081576347351,0.5,1.0
0.5571428537368774,0.546875,0.878931999206543,0.5161290168762207,0.5,0.5,0.5600000023841858,0.7016211748123169,0.5,1.0
0.5571428537368774,0.5600329041481018,0.8870522379875183,0.5151515007019043,0.53125,0.5,0.5400000214576721,0.7020580172538757,0.5,1.0
0.5714285969734192,0.5423519611358643,0.8809724450111389,0.5263158082962036,0.625,0.5,0.5600000023841858,0.702041506767273,0.5,1.0
0.5571428537368774,0.5662006735801697,0.9192928671836853,0.5142857432365417,0.5625,0.5,0.5600000023841858,0.7014516592025757,0.5,1.0
