number,value,datetime_start,datetime_complete,duration,params_batch_size,params_cnn_filters,params_cnn_kernel,params_dnn_units,params_dropout_rate,params_learning_rate,params_lstm_units,user_attrs_history,user_attrs_hyperparams,state
0,0.6789646744728088,2025-06-25 14:25:20.693673,2025-06-25 14:25:26.544048,0 days 00:00:05.850375,256,64,7,256,0.4,0.0002622250218487675,64,"{'accuracy': [0.484375, 0.40625, 0.46875, 0.59375, 0.5, 0.484375, 0.4375, 0.53125, 0.5625, 0.5625, 0.46875, 0.484375, 0.515625, 0.609375, 0.5625, 0.5, 0.5625, 0.546875, 0.53125, 0.5, 0.578125, 0.65625, 0.515625, 0.546875, 0.546875, 0.546875, 0.53125, 0.5, 0.578125, 0.546875, 0.59375, 0.5, 0.5625, 0.484375, 0.53125, 0.453125, 0.4375, 0.515625, 0.65625, 0.625, 0.546875, 0.5, 0.515625, 0.53125, 0.609375, 0.53125, 0.5625, 0.59375, 0.59375, 0.53125], 'auc': [0.51953125, 0.41015625, 0.4375, 0.57958984375, 0.52294921875, 0.47998046875, 0.4140625, 0.55615234375, 0.5322265625, 0.484375, 0.4287109375, 0.48779296875, 0.52197265625, 0.62353515625, 0.5830078125, 0.5, 0.5439453125, 0.544921875, 0.5068359375, 0.52490234375, 0.58740234375, 0.693359375, 0.52587890625, 0.498046875, 0.5751953125, 0.4921875, 0.60009765625, 0.490234375, 0.58251953125, 0.5703125, 0.59423828125, 0.4326171875, 0.5986328125, 0.52001953125, 0.54052734375, 0.43310546875, 0.4853515625, 0.6005859375, 0.6884765625, 0.7041015625, 0.62353515625, 0.5087890625, 0.59814453125, 0.5869140625, 0.6337890625, 0.53173828125, 0.61328125, 0.6298828125, 0.68359375, 0.55126953125], 'loss': [0.9853973388671875, 1.009084939956665, 1.0387599468231201, 0.8639590740203857, 0.9050595760345459, 0.9878780841827393, 1.0564794540405273, 0.8491069674491882, 1.0478843450546265, 1.0118941068649292, 0.9627161622047424, 1.0032190084457397, 0.9567066431045532, 0.8440460562705994, 0.8069628477096558, 0.9777655601501465, 0.860697865486145, 0.8698202967643738, 0.8653179407119751, 0.9403495192527771, 0.8055720329284668, 0.7170665264129639, 0.9749733209609985, 0.9946298599243164, 0.778372585773468, 1.0178924798965454, 0.8108734488487244, 1.0353370904922485, 0.8609104156494141, 0.7974075078964233, 0.8271024823188782, 1.1037607192993164, 0.8085927367210388, 0.9102574586868286, 0.9414721727371216, 1.081211805343628, 0.8953129053115845, 0.7852733135223389, 0.676031768321991, 0.6929134130477905, 0.8015114068984985, 0.9536318182945251, 0.7828764915466309, 0.8575366139411926, 0.7846914529800415, 0.8857166767120361, 0.7617856860160828, 0.7696213722229004, 0.7234227657318115, 0.974105715751648], 'precision': [0.4848484992980957, 0.4000000059604645, 0.4642857015132904, 0.59375, 0.5, 0.4838709533214569, 0.4375, 0.53125, 0.5714285969734192, 0.5666666626930237, 0.47058823704719543, 0.4838709533214569, 0.5161290168762207, 0.6000000238418579, 0.5666666626930237, 0.5, 0.5625, 0.5428571701049805, 0.53125, 0.5, 0.5714285969734192, 0.6470588445663452, 0.5185185074806213, 0.5555555820465088, 0.5454545617103577, 0.5428571701049805, 0.53125, 0.5, 0.5925925970077515, 0.5384615659713745, 0.6153846383094788, 0.5, 0.5555555820465088, 0.4848484992980957, 0.5454545617103577, 0.4571428596973419, 0.4333333373069763, 0.5151515007019043, 0.6666666865348816, 0.625, 0.5517241358757019, 0.5, 0.5161290168762207, 0.5384615659713745, 0.6060606241226196, 0.5333333611488342, 0.5588235259056091, 0.5789473652839661, 0.59375, 0.53125], 'recall': [0.5, 0.375, 0.40625, 0.59375, 0.5, 0.46875, 0.4375, 0.53125, 0.5, 0.53125, 0.5, 0.46875, 0.5, 0.65625, 0.53125, 0.65625, 0.5625, 0.59375, 0.53125, 0.4375, 0.625, 0.6875, 0.4375, 0.46875, 0.5625, 0.59375, 0.53125, 0.46875, 0.5, 0.65625, 0.5, 0.53125, 0.625, 0.5, 0.375, 0.5, 0.40625, 0.53125, 0.625, 0.625, 0.5, 0.53125, 0.5, 0.4375, 0.625, 0.5, 0.59375, 0.6875, 0.59375, 0.53125], 'val_accuracy': [0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.375, 0.375, 0.3125, 0.3125, 0.3125, 0.3125, 0.375, 0.4375, 0.375, 0.375, 0.375, 0.4375, 0.5, 0.625, 0.625, 0.625, 0.6875, 0.75, 0.75, 0.6875, 0.6875], 'val_auc': [0.4727272689342499, 0.4272727370262146, 0.4636363685131073, 0.4636363685131073, 0.4545454680919647, 0.47272729873657227, 0.48181819915771484, 0.45454543828964233, 0.4909090995788574, 0.47272729873657227, 0.47272729873657227, 0.4636363685131073, 0.48181819915771484, 0.48181816935539246, 0.4636363685131073, 0.48181816935539246, 0.48181819915771484, 0.4363636374473572, 0.48181816935539246, 0.4636363685131073, 0.4909090995788574, 0.4727272689342499, 0.4636363685131073, 0.4909090995788574, 0.48181819915771484, 0.47272729873657227, 0.48181819915771484, 0.48181819915771484, 0.47272729873657227, 0.47272729873657227, 0.47272729873657227, 0.47272729873657227, 0.4636363685131073, 0.47272729873657227, 0.47272729873657227, 0.47272729873657227, 0.47272729873657227, 0.47272729873657227, 0.4727272689342499, 0.4636363685131073, 0.47272729873657227, 0.4727272689342499, 0.4545454680919647, 0.47272729873657227, 0.45454543828964233, 0.4727272689342499, 0.4636363685131073, 0.47272729873657227, 0.4636363983154297, 0.4636363983154297], 'val_loss': [0.8220643997192383, 0.8174766898155212, 0.8118091225624084, 0.8080680966377258, 0.8032417893409729, 0.799460768699646, 0.7950096130371094, 0.7914016246795654, 0.7882755994796753, 0.784358024597168, 0.7796025276184082, 0.7743946313858032, 0.7700408697128296, 0.7660830020904541, 0.7623518705368042, 0.7583990097045898, 0.7550888061523438, 0.7515106201171875, 0.7484698295593262, 0.7456240653991699, 0.7429200410842896, 0.7397452592849731, 0.7365214824676514, 0.7335510849952698, 0.7308484315872192, 0.7284198999404907, 0.7262415885925293, 0.7241355776786804, 0.7220572233200073, 0.719633936882019, 0.7177814841270447, 0.7153387665748596, 0.7131273150444031, 0.71073979139328, 0.7087740898132324, 0.7063707113265991, 0.7041376829147339, 0.701724648475647, 0.6997788548469543, 0.6975643634796143, 0.695568323135376, 0.6932817697525024, 0.6912506222724915, 0.6894675493240356, 0.6872938871383667, 0.6855074763298035, 0.6838926076889038, 0.6823469996452332, 0.6806020140647888, 0.6789646744728088], 'val_precision': [0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.2857142984867096, 0.3076923191547394, 0.3076923191547394, 0.25, 0.25, 0.25, 0.25, 0.27272728085517883, 0.30000001192092896, 0.2222222238779068, 0.2222222238779068, 0.2222222238779068, 0.25, 0.2857142984867096, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.5, 0.6666666865348816, 0.6666666865348816, 0.5, 0.5], 'val_recall': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.800000011920929, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.20000000298023224, 0.20000000298023224]}","{'cnn_filters': 64, 'cnn_kernel': 7, 'lstm_units': 64, 'dnn_units': 256, 'dropout_rate': 0.4, 'learning_rate': 0.0002622250218487675, 'batch_size': 256}",COMPLETE
1,0.6120745539665222,2025-06-25 14:25:26.545358,2025-06-25 14:25:34.305873,0 days 00:00:07.760515,64,128,7,128,0.2,0.00021202987386803503,128,"{'accuracy': [0.578125, 0.40625, 0.53125, 0.5625, 0.515625, 0.46875, 0.453125, 0.578125, 0.609375, 0.640625, 0.59375, 0.609375, 0.578125, 0.65625, 0.59375, 0.65625, 0.578125, 0.59375, 0.625, 0.671875, 0.640625, 0.765625, 0.734375, 0.71875, 0.703125, 0.734375, 0.71875, 0.84375, 0.75, 0.78125, 0.78125, 0.796875, 0.78125, 0.765625, 0.78125, 0.78125, 0.828125, 0.828125, 0.84375, 0.8125, 0.875, 0.859375, 0.828125, 0.8125, 0.828125, 0.8125, 0.8125, 0.921875, 0.90625, 0.953125], 'auc': [0.537109375, 0.3740234375, 0.46044921875, 0.54638671875, 0.55126953125, 0.53076171875, 0.4560546875, 0.64013671875, 0.595703125, 0.6455078125, 0.69189453125, 0.6494140625, 0.65966796875, 0.6669921875, 0.619140625, 0.703125, 0.630859375, 0.64892578125, 0.72412109375, 0.7119140625, 0.7548828125, 0.83984375, 0.80712890625, 0.82275390625, 0.8076171875, 0.83203125, 0.86376953125, 0.861328125, 0.91455078125, 0.84912109375, 0.88818359375, 0.90380859375, 0.85546875, 0.84716796875, 0.845703125, 0.89453125, 0.908203125, 0.8759765625, 0.9365234375, 0.89794921875, 0.9423828125, 0.9326171875, 0.8974609375, 0.91845703125, 0.89501953125, 0.92529296875, 0.91748046875, 0.95263671875, 0.970703125, 0.98046875], 'loss': [0.9147615432739258, 1.085946798324585, 0.9753965735435486, 0.8343313336372375, 0.8225003480911255, 0.8139560222625732, 0.9773867130279541, 0.7897092700004578, 0.8500967025756836, 0.7090706825256348, 0.6725003719329834, 0.7166242599487305, 0.7114478945732117, 0.6993166208267212, 0.7118531465530396, 0.6694250106811523, 0.722450852394104, 0.7318425178527832, 0.624151885509491, 0.665095865726471, 0.5684710741043091, 0.48488712310791016, 0.5217794179916382, 0.5133156776428223, 0.519939661026001, 0.5037153363227844, 0.4446232318878174, 0.48084473609924316, 0.3949744403362274, 0.47610458731651306, 0.43715888261795044, 0.4231381416320801, 0.478213369846344, 0.5008925795555115, 0.47777730226516724, 0.4068179130554199, 0.40773090720176697, 0.4411959946155548, 0.35882890224456787, 0.4094696342945099, 0.33173835277557373, 0.3724360764026642, 0.40345829725265503, 0.3668145537376404, 0.4093491733074188, 0.3712805211544037, 0.36603450775146484, 0.3196735978126526, 0.2877717614173889, 0.24046677350997925], 'precision': [0.5862069129943848, 0.4117647111415863, 0.53125, 0.5526315569877625, 0.5151515007019043, 0.4749999940395355, 0.4545454680919647, 0.5806451439857483, 0.5945945978164673, 0.6363636255264282, 0.6071428656578064, 0.6000000238418579, 0.5862069129943848, 0.6666666865348816, 0.6153846383094788, 0.6666666865348816, 0.5757575631141663, 0.5882353186607361, 0.6428571343421936, 0.6774193644523621, 0.6216216087341309, 0.774193525314331, 0.7272727489471436, 0.71875, 0.6857143044471741, 0.7272727489471436, 0.71875, 0.8928571343421936, 0.7666666507720947, 0.800000011920929, 0.800000011920929, 0.7714285850524902, 0.78125, 0.8148148059844971, 0.78125, 0.78125, 0.7692307829856873, 0.8181818127632141, 0.8055555820465088, 0.8125, 0.8529411554336548, 0.8285714387893677, 0.8387096524238586, 0.7777777910232544, 0.8387096524238586, 0.8333333134651184, 0.8333333134651184, 0.9090909361839294, 0.8823529481887817, 0.939393937587738], 'recall': [0.53125, 0.4375, 0.53125, 0.65625, 0.53125, 0.59375, 0.46875, 0.5625, 0.6875, 0.65625, 0.53125, 0.65625, 0.53125, 0.625, 0.5, 0.625, 0.59375, 0.625, 0.5625, 0.65625, 0.71875, 0.75, 0.75, 0.71875, 0.75, 0.75, 0.71875, 0.78125, 0.71875, 0.75, 0.75, 0.84375, 0.78125, 0.6875, 0.78125, 0.78125, 0.9375, 0.84375, 0.90625, 0.8125, 0.90625, 0.90625, 0.8125, 0.875, 0.8125, 0.78125, 0.78125, 0.9375, 0.9375, 0.96875], 'val_accuracy': [0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.4375, 0.5, 0.6875, 0.6875, 0.625, 0.6875, 0.6875, 0.625, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875], 'val_auc': [0.5181818008422852, 0.5272727012634277, 0.5454545617103577, 0.5636363625526428, 0.5636363625526428, 0.5818182229995728, 0.5909091234207153, 0.6090909242630005, 0.5727272629737854, 0.6000000238418579, 0.5818182229995728, 0.5909091234207153, 0.5909091234207153, 0.5727273225784302, 0.5636364221572876, 0.5818182229995728, 0.5818182229995728, 0.5636364221572876, 0.5818182229995728, 0.5818182229995728, 0.5727272629737854, 0.5818182229995728, 0.5818182229995728, 0.5818182229995728, 0.5909091234207153, 0.6090909242630005, 0.6000000238418579, 0.6090909242630005, 0.6000000238418579, 0.5909090638160706, 0.581818163394928, 0.6090909242630005, 0.581818163394928, 0.5909090638160706, 0.6000000238418579, 0.5909091234207153, 0.6000000238418579, 0.5909091234207153, 0.6000000238418579, 0.6090909242630005, 0.5909091234207153, 0.6272727251052856, 0.6272727251052856, 0.6090909242630005, 0.6090909242630005, 0.6090909242630005, 0.6272727251052856, 0.6181818246841431, 0.6181818246841431, 0.6272727251052856], 'val_loss': [0.7667468786239624, 0.7546689510345459, 0.743207573890686, 0.7329109907150269, 0.7228727340698242, 0.7135599851608276, 0.7038260698318481, 0.6945703625679016, 0.684916615486145, 0.6759849786758423, 0.6689560413360596, 0.662402868270874, 0.6565773487091064, 0.6517491340637207, 0.6474086046218872, 0.6435641050338745, 0.640087366104126, 0.6371721625328064, 0.6348850727081299, 0.6326398849487305, 0.6305621266365051, 0.6286630630493164, 0.6270763278007507, 0.6258419752120972, 0.6243695020675659, 0.6231432557106018, 0.6222935914993286, 0.6212679147720337, 0.6202182173728943, 0.6190915107727051, 0.6181539297103882, 0.6172916293144226, 0.6165722608566284, 0.6159301996231079, 0.615471601486206, 0.6150568723678589, 0.6146246194839478, 0.6143283247947693, 0.6139580607414246, 0.6134957075119019, 0.6131634712219238, 0.6127637624740601, 0.6125268936157227, 0.612322211265564, 0.6121988296508789, 0.6120745539665222, 0.6122247576713562, 0.6122826337814331, 0.6123530268669128, 0.6123364567756653], 'val_precision': [0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3125, 0.3333333432674408, 0.3333333432674408, 0.5, 0.5, 0.3333333432674408, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'val_recall': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 0.6000000238418579, 0.6000000238418579, 0.4000000059604645, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'cnn_filters': 128, 'cnn_kernel': 7, 'lstm_units': 128, 'dnn_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.00021202987386803503, 'batch_size': 64}",COMPLETE
2,0.6229612827301025,2025-06-25 14:25:34.306315,2025-06-25 14:25:43.204898,0 days 00:00:08.898583,256,64,3,128,0.30000000000000004,7.750349049134376e-05,256,"{'accuracy': [0.53125, 0.515625, 0.5625, 0.59375, 0.578125, 0.625, 0.5, 0.453125, 0.671875, 0.546875, 0.40625, 0.59375, 0.53125, 0.578125, 0.578125, 0.5, 0.625, 0.515625, 0.515625, 0.53125, 0.578125, 0.65625, 0.546875, 0.578125, 0.59375, 0.640625, 0.5, 0.703125, 0.59375, 0.6875, 0.65625, 0.625, 0.578125, 0.5625, 0.640625, 0.828125, 0.703125, 0.640625, 0.5625, 0.671875, 0.671875, 0.640625, 0.546875, 0.734375, 0.59375, 0.625, 0.734375, 0.65625, 0.625, 0.609375], 'auc': [0.515625, 0.517578125, 0.654296875, 0.61572265625, 0.56298828125, 0.62353515625, 0.55517578125, 0.5126953125, 0.7080078125, 0.6572265625, 0.4423828125, 0.62548828125, 0.5458984375, 0.66455078125, 0.56787109375, 0.4814453125, 0.6748046875, 0.5244140625, 0.50048828125, 0.53271484375, 0.625, 0.64111328125, 0.59228515625, 0.5751953125, 0.6220703125, 0.70751953125, 0.521484375, 0.74169921875, 0.658203125, 0.62939453125, 0.73291015625, 0.60986328125, 0.626953125, 0.58642578125, 0.6640625, 0.8603515625, 0.72802734375, 0.71044921875, 0.63916015625, 0.76513671875, 0.70458984375, 0.65478515625, 0.6357421875, 0.8359375, 0.71337890625, 0.63037109375, 0.8134765625, 0.7353515625, 0.67529296875, 0.634765625], 'loss': [1.0014071464538574, 0.8919473886489868, 0.7631168365478516, 0.7800230979919434, 0.8648300766944885, 0.7868488430976868, 0.9088802337646484, 0.9595566987991333, 0.6796783208847046, 0.7582772970199585, 1.010207176208496, 0.7426901459693909, 0.8883817791938782, 0.7087224125862122, 0.8861105442047119, 0.9857710003852844, 0.7136241793632507, 0.9061061143875122, 0.8892697691917419, 0.9976558685302734, 0.7822550535202026, 0.7657409906387329, 0.8329641819000244, 0.8194012641906738, 0.7786219120025635, 0.6889827251434326, 0.9291200637817383, 0.6488480567932129, 0.7377896308898926, 0.7888199090957642, 0.6373098492622375, 0.8009563684463501, 0.7536863088607788, 0.8102383613586426, 0.7380526065826416, 0.45420578122138977, 0.6577367186546326, 0.6224141120910645, 0.7223283052444458, 0.6088525056838989, 0.6849203109741211, 0.7500501275062561, 0.7691010236740112, 0.49783289432525635, 0.6857725381851196, 0.8071511387825012, 0.5326480269432068, 0.6096035838127136, 0.7399767637252808, 0.7925394773483276], 'precision': [0.529411792755127, 0.5185185074806213, 0.5588235259056091, 0.5882353186607361, 0.5925925970077515, 0.6111111044883728, 0.5, 0.4545454680919647, 0.6571428775787354, 0.5428571701049805, 0.3928571343421936, 0.6000000238418579, 0.53125, 0.5806451439857483, 0.5806451439857483, 0.5, 0.6333333253860474, 0.5161290168762207, 0.5151515007019043, 0.529411792755127, 0.5862069129943848, 0.65625, 0.5483871102333069, 0.5714285969734192, 0.6071428656578064, 0.6666666865348816, 0.5, 0.7241379022598267, 0.59375, 0.7142857313156128, 0.6470588445663452, 0.6176470518112183, 0.5806451439857483, 0.5769230723381042, 0.6363636255264282, 0.8181818127632141, 0.6857143044471741, 0.6285714507102966, 0.5625, 0.7200000286102295, 0.6666666865348816, 0.6551724076271057, 0.5517241358757019, 0.7419354915618896, 0.5833333134651184, 0.625, 0.7142857313156128, 0.7083333134651184, 0.625, 0.6000000238418579], 'recall': [0.5625, 0.4375, 0.59375, 0.625, 0.5, 0.6875, 0.46875, 0.46875, 0.71875, 0.59375, 0.34375, 0.5625, 0.53125, 0.5625, 0.5625, 0.53125, 0.59375, 0.5, 0.53125, 0.5625, 0.53125, 0.65625, 0.53125, 0.625, 0.53125, 0.5625, 0.5, 0.65625, 0.59375, 0.625, 0.6875, 0.65625, 0.5625, 0.46875, 0.65625, 0.84375, 0.75, 0.6875, 0.5625, 0.5625, 0.6875, 0.59375, 0.5, 0.71875, 0.65625, 0.625, 0.78125, 0.53125, 0.625, 0.65625], 'val_accuracy': [0.375, 0.375, 0.375, 0.4375, 0.4375, 0.4375, 0.5, 0.5, 0.4375, 0.375, 0.375, 0.375, 0.5, 0.5625, 0.625, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875], 'val_auc': [0.5909090638160706, 0.6090909242630005, 0.6181818246841431, 0.5909091234207153, 0.6181818246841431, 0.6090909242630005, 0.6363636255264282, 0.6090909242630005, 0.6454545259475708, 0.6454545259475708, 0.6272727251052856, 0.6545454263687134, 0.6454545259475708, 0.6727272272109985, 0.663636326789856, 0.6454545259475708, 0.6545454263687134, 0.6545454263687134, 0.6818181872367859, 0.6636363863945007, 0.6818182468414307, 0.6636363863945007, 0.6909091472625732, 0.6727272868156433, 0.6545454263687134, 0.6727273464202881, 0.6636363863945007, 0.6818181872367859, 0.6727272868156433, 0.6636363863945007, 0.6545454263687134, 0.6818181276321411, 0.6454545259475708, 0.6545454859733582, 0.6636363863945007, 0.6545454263687134, 0.6363636255264282, 0.6727272868156433, 0.6636363863945007, 0.6363636255264282, 0.6545454859733582, 0.6272727251052856, 0.6363636255264282, 0.6090909242630005, 0.6272727251052856, 0.6181818246841431, 0.6000000238418579, 0.6090909242630005, 0.6000000238418579, 0.6090909242630005], 'val_loss': [0.7131072878837585, 0.7120908498764038, 0.7100580334663391, 0.7079411149024963, 0.705426812171936, 0.7027971744537354, 0.7002838850021362, 0.6977627277374268, 0.6946970224380493, 0.6918620467185974, 0.689064621925354, 0.6864688396453857, 0.6839208602905273, 0.6812259554862976, 0.678642749786377, 0.6763442158699036, 0.6739195585250854, 0.6713823080062866, 0.6688265800476074, 0.6666734218597412, 0.6646581888198853, 0.6628954410552979, 0.661003589630127, 0.6589697599411011, 0.6572020053863525, 0.6553810834884644, 0.6535460948944092, 0.6519155502319336, 0.6499185562133789, 0.6479032039642334, 0.6459898948669434, 0.643918514251709, 0.642149806022644, 0.6406583786010742, 0.6389678716659546, 0.6373143196105957, 0.6357526779174805, 0.6342434883117676, 0.6326947212219238, 0.6313649415969849, 0.629907488822937, 0.6286399364471436, 0.6275377869606018, 0.6264891624450684, 0.6256340146064758, 0.6249076128005981, 0.6243491172790527, 0.6237587928771973, 0.6233236789703369, 0.6229612827301025], 'val_precision': [0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.3571428656578064, 0.3571428656578064, 0.3571428656578064, 0.38461539149284363, 0.38461539149284363, 0.3333333432674408, 0.27272728085517883, 0.27272728085517883, 0.27272728085517883, 0.3333333432674408, 0.375, 0.4000000059604645, 0.6666666865348816, 0.6666666865348816, 0.6666666865348816, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'val_recall': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.6000000238418579, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'cnn_filters': 64, 'cnn_kernel': 3, 'lstm_units': 256, 'dnn_units': 128, 'dropout_rate': 0.30000000000000004, 'learning_rate': 7.750349049134376e-05, 'batch_size': 256}",COMPLETE
3,0.634170651435852,2025-06-25 14:25:43.205497,2025-06-25 14:25:46.840159,0 days 00:00:03.634662,256,128,5,512,0.1,1.1961097896484992e-05,64,"{'accuracy': [0.5, 0.671875, 0.578125, 0.578125, 0.59375, 0.515625, 0.546875, 0.65625, 0.671875, 0.671875, 0.484375], 'auc': [0.56103515625, 0.6884765625, 0.65576171875, 0.63427734375, 0.61669921875, 0.55322265625, 0.634765625, 0.7763671875, 0.646484375, 0.68896484375, 0.58349609375], 'loss': [0.7732189893722534, 0.6837738752365112, 0.7034323811531067, 0.7165125012397766, 0.7787307500839233, 0.8245226740837097, 0.698738694190979, 0.5705791711807251, 0.7001186609268188, 0.6809682250022888, 0.7780890464782715], 'precision': [0.5, 0.6666666865348816, 0.5925925970077515, 0.5806451439857483, 0.5882353186607361, 0.517241358757019, 0.5483871102333069, 0.6666666865348816, 0.7037037014961243, 0.6774193644523621, 0.4848484992980957], 'recall': [0.46875, 0.6875, 0.5, 0.5625, 0.625, 0.46875, 0.53125, 0.625, 0.59375, 0.65625, 0.5], 'val_accuracy': [0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875], 'val_auc': [0.3909091055393219, 0.40909093618392944, 0.41818180680274963, 0.41818180680274963, 0.4272727370262146, 0.4272727370262146, 0.4272727370262146, 0.4363636374473572, 0.40909093618392944, 0.4363636374473572, 0.4363636374473572], 'val_loss': [0.6345219016075134, 0.6344709992408752, 0.6343334913253784, 0.6342834830284119, 0.6342222690582275, 0.634170651435852, 0.6342215538024902, 0.6342283487319946, 0.6342235207557678, 0.6341789364814758, 0.6342442035675049], 'val_precision': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 'val_recall': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'cnn_filters': 128, 'cnn_kernel': 5, 'lstm_units': 64, 'dnn_units': 512, 'dropout_rate': 0.1, 'learning_rate': 1.1961097896484992e-05, 'batch_size': 256}",COMPLETE
